Date;Investor;Type;Trans;Volume;TurnOver
19/06/2011;Egyptians;Retail;Buy;119194351;449326172
19/06/2011;Egyptians;Retail;Sell;115632039;434099217
19/06/2011;Egyptians;institutions;Buy;13058754;72414258
19/06/2011;Egyptians;institutions;Sell;18062603;83082311
20/06/2011;Foreigners;Retail;Buy;1545126;5604680
20/06/2011;Foreigners;Retail;Sell;3142300;5845036
20/06/2011;Foreigners;institutions;Buy;9804089;119508898
20/06/2011;Foreigners;institutions;Sell;13828710;153723838
20/06/2011;Arabs;Retail;Buy;1960016;10157726
20/06/2011;Arabs;Retail;Sell;3647929;14747547
20/06/2011;Arabs;institutions;Buy;2448849;13156424
20/06/2011;Arabs;institutions;Sell;2665394;22969341
20/06/2011;Egyptians;Retail;Buy;121600730;446669004
20/06/2011;Egyptians;Retail;Sell;116620936;415531724
20/06/2011;Egyptians;institutions;Buy;9684117;70411944
20/06/2011;Egyptians;institutions;Sell;7137658;52691190
21/06/2011;Foreigners;Retail;Buy;644704;2379441
21/06/2011;Foreigners;Retail;Sell;582892;1632216
21/06/2011;Foreigners;institutions;Buy;6920066;108488416
21/06/2011;Foreigners;institutions;Sell;14207091;152951314
21/06/2011;Arabs;Retail;Buy;1719682;14368649
21/06/2011;Arabs;Retail;Sell;2182426;7642281
21/06/2011;Arabs;institutions;Buy;884055;5221505
21/06/2011;Arabs;institutions;Sell;2015821;31250590
21/06/2011;Egyptians;Retail;Buy;90438100;360053375
21/06/2011;Egyptians;Retail;Sell;82745104;299182207
21/06/2011;Egyptians;institutions;Buy;8665268;42437005
21/06/2011;Egyptians;institutions;Sell;7538541;40289784
22/06/2011;Foreigners;Retail;Buy;563729;2491418
22/06/2011;Foreigners;Retail;Sell;1024519;1849722
22/06/2011;Foreigners;institutions;Buy;3517501;107455551
22/06/2011;Foreigners;institutions;Sell;9476052;123799052
22/06/2011;Arabs;Retail;Buy;1709579;12414037
22/06/2011;Arabs;Retail;Sell;1267240;7648019
22/06/2011;Arabs;institutions;Buy;4079734;14455272
22/06/2011;Arabs;institutions;Sell;1560434;19088972
22/06/2011;Egyptians;Retail;Buy;65114023;273104894
22/06/2011;Egyptians;Retail;Sell;60439130;230157033
22/06/2011;Egyptians;institutions;Buy;2987683;22688447
22/06/2011;Egyptians;institutions;Sell;4204874;50066821
23/06/2011;Foreigners;Retail;Buy;534843;3109781
23/06/2011;Foreigners;Retail;Sell;1066331;2440354
23/06/2011;Foreigners;institutions;Buy;5047042;126535098
23/06/2011;Foreigners;institutions;Sell;12491581;174899243
23/06/2011;Arabs;Retail;Buy;3784231;29998146
23/06/2011;Arabs;Retail;Sell;1887241;10064409
23/06/2011;Arabs;institutions;Buy;4055956;22587504
23/06/2011;Arabs;institutions;Sell;1783329;17725885
23/06/2011;Egyptians;Retail;Buy;85417485;301128252
23/06/2011;Egyptians;Retail;Sell;87107392;267066710
23/06/2011;Egyptians;institutions;Buy;143073098;987871456
23/06/2011;Egyptians;institutions;Sell;137576781;999033636
26/06/2011;Foreigners;Retail;Buy;526177;1365434
26/06/2011;Foreigners;Retail;Sell;153438;494109
26/06/2011;Foreigners;institutions;Buy;2424957;23320709
26/06/2011;Foreigners;institutions;Sell;5072637;25175762
26/06/2011;Arabs;Retail;Buy;2302305;5146741
26/06/2011;Arabs;Retail;Sell;1628176;4513844
26/06/2011;Arabs;institutions;Buy;1700114;5343308
26/06/2011;Arabs;institutions;Sell;1270101;7881380
26/06/2011;Egyptians;Retail;Buy;81539445;266848943
26/06/2011;Egyptians;Retail;Sell;76588703;245649326
26/06/2011;Egyptians;institutions;Buy;54887003;1004007200
26/06/2011;Egyptians;institutions;Sell;58666946;1022317914
27/06/2011;Foreigners;Retail;Buy;269854;2367144
27/06/2011;Foreigners;Retail;Sell;668186;2440812
27/06/2011;Foreigners;institutions;Buy;6083540;88512234
27/06/2011;Foreigners;institutions;Sell;14720403;150676985
27/06/2011;Arabs;Retail;Buy;1063751;6315956
27/06/2011;Arabs;Retail;Sell;2066271;6662680
27/06/2011;Arabs;institutions;Buy;5264242;20101022
27/06/2011;Arabs;institutions;Sell;1483339;10665022
27/06/2011;Egyptians;Retail;Buy;68263313;281011376
27/06/2011;Egyptians;Retail;Sell;63861270;222436518
27/06/2011;Egyptians;institutions;Buy;28822183;412456796
27/06/2011;Egyptians;institutions;Sell;26967414;417882510
28/06/2011;Foreigners;Retail;Buy;1174800;2810227
28/06/2011;Foreigners;Retail;Sell;413028;1437845
28/06/2011;Foreigners;institutions;Buy;4770127;83216091
28/06/2011;Foreigners;institutions;Sell;8299402;109125205
28/06/2011;Arabs;Retail;Buy;1230244;5449762
28/06/2011;Arabs;Retail;Sell;1203433;4902763
28/06/2011;Arabs;institutions;Buy;1016436;10603931
28/06/2011;Arabs;institutions;Sell;971306;9728225
28/06/2011;Egyptians;Retail;Buy;71012794;260810443
28/06/2011;Egyptians;Retail;Sell;65376290;228100104
28/06/2011;Egyptians;institutions;Buy;16024245;226909288
28/06/2011;Egyptians;institutions;Sell;18965187;236505598
29/06/2011;Foreigners;Retail;Buy;737193;1643997
29/06/2011;Foreigners;Retail;Sell;724305;1773581
29/06/2011;Foreigners;institutions;Buy;6118502;76946059
29/06/2011;Foreigners;institutions;Sell;7880810;89210555
29/06/2011;Arabs;Retail;Buy;1545534;6986456
29/06/2011;Arabs;Retail;Sell;1978604;8065945
29/06/2011;Arabs;institutions;Buy;5408585;26268228
29/06/2011;Arabs;institutions;Sell;1606540;13434427
29/06/2011;Egyptians;Retail;Buy;103013183;393451518
29/06/2011;Egyptians;Retail;Sell;106171068;407185604
29/06/2011;Egyptians;institutions;Buy;8062827;505942288
29/06/2011;Egyptians;institutions;Sell;6524497;491568435
30/06/2011;Foreigners;Retail;Buy;620484;7712387
30/06/2011;Foreigners;Retail;Sell;816859;2254437
30/06/2011;Foreigners;institutions;Buy;5913669;133357191
30/06/2011;Foreigners;institutions;Sell;7430209;121058990
30/06/2011;Arabs;Retail;Buy;4138019;8726579
30/06/2011;Arabs;Retail;Sell;1172706;4876393
30/06/2011;Arabs;institutions;Buy;4644289;13129736
30/06/2011;Arabs;institutions;Sell;1900584;10852095
30/06/2011;Egyptians;Retail;Buy;99635423;300835492
30/06/2011;Egyptians;Retail;Sell;102237666;325650146
30/06/2011;Egyptians;institutions;Buy;9590185;127321366
30/06/2011;Egyptians;institutions;Sell;10984045;126390688
07/03/2011;Foreigners;Retail;Buy;479904;1289741
07/03/2011;Foreigners;Retail;Sell;388716;1089747
07/03/2011;Foreigners;institutions;Buy;6832767;37579125
07/03/2011;Foreigners;institutions;Sell;2266542;22948953
07/03/2011;Arabs;Retail;Buy;1231658;4373416
07/03/2011;Arabs;Retail;Sell;931824;4134145
07/03/2011;Arabs;institutions;Buy;509068;1259346
07/03/2011;Arabs;institutions;Sell;432756;1986335
07/03/2011;Egyptians;Retail;Buy;72124760;240150715
07/03/2011;Egyptians;Retail;Sell;71878742;239188539
07/03/2011;Egyptians;institutions;Buy;43384284;81583966
07/03/2011;Egyptians;institutions;Sell;48663861;96888590
07/04/2011;Foreigners;Retail;Buy;241308;3368554
07/04/2011;Foreigners;Retail;Sell;1347480;5084882
07/04/2011;Foreigners;institutions;Buy;7365975;82781733
07/04/2011;Foreigners;institutions;Sell;2705225;57804981
07/04/2011;Arabs;Retail;Buy;774043;3035145
07/04/2011;Arabs;Retail;Sell;1043730;3696704
07/04/2011;Arabs;institutions;Buy;3550277;7367872
07/04/2011;Arabs;institutions;Sell;2356070;8832129
07/04/2011;Egyptians;Retail;Buy;55738271;201269475
07/04/2011;Egyptians;Retail;Sell;63763552;228072401
07/04/2011;Egyptians;institutions;Buy;7667533;41306496
07/04/2011;Egyptians;institutions;Sell;4121350;35638178
07/05/2011;Foreigners;Retail;Buy;1687540;5593915
07/05/2011;Foreigners;Retail;Sell;1079821;2728565
07/05/2011;Foreigners;institutions;Buy;8485955;87070538
07/05/2011;Foreigners;institutions;Sell;7907946;95553733
07/05/2011;Arabs;Retail;Buy;1042868;6363643
07/05/2011;Arabs;Retail;Sell;1588561;6828006
07/05/2011;Arabs;institutions;Buy;5222495;14331819
07/05/2011;Arabs;institutions;Sell;1591949;5453290
07/05/2011;Egyptians;Retail;Buy;85085951;312211343
07/05/2011;Egyptians;Retail;Sell;90285272;315030591
07/05/2011;Egyptians;institutions;Buy;6680525;37538031
07/05/2011;Egyptians;institutions;Sell;5751785;37515104
07/06/2011;Foreigners;Retail;Buy;830660;2349053
07/06/2011;Foreigners;Retail;Sell;145857;5922232
07/06/2011;Foreigners;institutions;Buy;7807933;126856419
07/06/2011;Foreigners;institutions;Sell;9784108;125522668
07/06/2011;Arabs;Retail;Buy;1357810;5692991
07/06/2011;Arabs;Retail;Sell;1015360;5576085
07/06/2011;Arabs;institutions;Buy;1432377;5650804
07/06/2011;Arabs;institutions;Sell;826374;8934752
07/06/2011;Egyptians;Retail;Buy;70981663;261404097
07/06/2011;Egyptians;Retail;Sell;71680654;261236531
07/06/2011;Egyptians;institutions;Buy;6545487;34317607
07/06/2011;Egyptians;institutions;Sell;5503577;29078704
07/07/2011;Foreigners;Retail;Buy;73911;435385
07/07/2011;Foreigners;Retail;Sell;837501;2861355
07/07/2011;Foreigners;institutions;Buy;8445591;78012094
07/07/2011;Foreigners;institutions;Sell;4971786;70718425
07/07/2011;Arabs;Retail;Buy;732795;4984208
07/07/2011;Arabs;Retail;Sell;1676735;11359977
07/07/2011;Arabs;institutions;Buy;1707517;5259060
07/07/2011;Arabs;institutions;Sell;1358490;13870192
07/07/2011;Egyptians;Retail;Buy;56944709;234227174
07/07/2011;Egyptians;Retail;Sell;75072649;248914474
07/07/2011;Egyptians;institutions;Buy;20557239;48664351
07/07/2011;Egyptians;institutions;Sell;4544601;23857848
07/10/2011;Foreigners;Retail;Buy;144334;641072
07/10/2011;Foreigners;Retail;Sell;386870;891088
07/10/2011;Foreigners;institutions;Buy;1086133;27840879
07/10/2011;Foreigners;institutions;Sell;2569854;33893632
07/10/2011;Arabs;Retail;Buy;1479249;10578183
07/10/2011;Arabs;Retail;Sell;1384686;4460453
07/10/2011;Arabs;institutions;Buy;3244139;6734190
07/10/2011;Arabs;institutions;Sell;274273;3276738
07/10/2011;Egyptians;Retail;Buy;78002480;289677756
07/10/2011;Egyptians;Retail;Sell;76878846;279964620
07/10/2011;Egyptians;institutions;Buy;2937829;34820060
07/10/2011;Egyptians;institutions;Sell;5399635;47805609
07/11/2011;Foreigners;Retail;Buy;175890;2180887
07/11/2011;Foreigners;Retail;Sell;102000;1389192
07/11/2011;Foreigners;institutions;Buy;8417541;104660738
07/11/2011;Foreigners;institutions;Sell;8377959;149212898
07/11/2011;Arabs;Retail;Buy;1498907;36420073
07/11/2011;Arabs;Retail;Sell;1915096;7963103
07/11/2011;Arabs;institutions;Buy;3402413;18661053
07/11/2011;Arabs;institutions;Sell;1643781;11554790
07/11/2011;Egyptians;Retail;Buy;58036929;246822026
07/11/2011;Egyptians;Retail;Sell;59697764;244662430
07/11/2011;Egyptians;institutions;Buy;4238207;36618980
07/11/2011;Egyptians;institutions;Sell;4033287;30581343
07/12/2011;Foreigners;Retail;Buy;959637;2513752
07/12/2011;Foreigners;Retail;Sell;415826;2304987
07/12/2011;Foreigners;institutions;Buy;15701117;226444822
07/12/2011;Foreigners;institutions;Sell;14771735;228786474
07/12/2011;Arabs;Retail;Buy;1428369;5159616
07/12/2011;Arabs;Retail;Sell;1526990;10728708
07/12/2011;Arabs;institutions;Buy;5101171;26381505
07/12/2011;Arabs;institutions;Sell;2727034;11921449
07/12/2011;Egyptians;Retail;Buy;81628684;296677793
07/12/2011;Egyptians;Retail;Sell;88786328;315231864
07/12/2011;Egyptians;institutions;Buy;7777446;47760871
07/12/2011;Egyptians;institutions;Sell;4368511;35964877
13/07/2011;Foreigners;Retail;Buy;103828;620443
13/07/2011;Foreigners;Retail;Sell;984550;2213544
13/07/2011;Foreigners;institutions;Buy;8508847;123175396
13/07/2011;Foreigners;institutions;Sell;11039353;165864876
13/07/2011;Arabs;Retail;Buy;514918;5081517
13/07/2011;Arabs;Retail;Sell;958039;3455967
13/07/2011;Arabs;institutions;Buy;1662547;12750713
13/07/2011;Arabs;institutions;Sell;9093215;25809695
13/07/2011;Egyptians;Retail;Buy;64137395;249906204
13/07/2011;Egyptians;Retail;Sell;61065711;213937849
13/07/2011;Egyptians;institutions;Buy;51202964;125805468
13/07/2011;Egyptians;institutions;Sell;42989631;106057810
14/07/2011;Foreigners;Retail;Buy;245204;965144
14/07/2011;Foreigners;Retail;Sell;135451;482777
14/07/2011;Foreigners;institutions;Buy;5509500;63385443
14/07/2011;Foreigners;institutions;Sell;8902145;97423619
14/07/2011;Arabs;Retail;Buy;833222;5554193
14/07/2011;Arabs;Retail;Sell;984675;6401409
14/07/2011;Arabs;institutions;Buy;1114696;7105109
14/07/2011;Arabs;institutions;Sell;1907417;4444502
14/07/2011;Egyptians;Retail;Buy;67057872;303220944
14/07/2011;Egyptians;Retail;Sell;65299606;264881509
14/07/2011;Egyptians;institutions;Buy;6942465;24510042
14/07/2011;Egyptians;institutions;Sell;4473665;31107059
17/07/2011;Foreigners;Retail;Buy;268740;1401866
17/07/2011;Foreigners;Retail;Sell;157890;1043570
17/07/2011;Foreigners;institutions;Buy;2553449;22965346
17/07/2011;Foreigners;institutions;Sell;2268904;36585099
17/07/2011;Arabs;Retail;Buy;2895218;8278737
17/07/2011;Arabs;Retail;Sell;771724;5680280
17/07/2011;Arabs;institutions;Buy;1948500;12989926
17/07/2011;Arabs;institutions;Sell;1067096;13754764
17/07/2011;Egyptians;Retail;Buy;73977471;333939507
17/07/2011;Egyptians;Retail;Sell;72498249;313000786
17/07/2011;Egyptians;institutions;Buy;12793358;143421134
17/07/2011;Egyptians;institutions;Sell;17672873;152932017
18/07/2011;Foreigners;Retail;Buy;172022;1240931
18/07/2011;Foreigners;Retail;Sell;408300;981934
18/07/2011;Foreigners;institutions;Buy;4722781;47346267
18/07/2011;Foreigners;institutions;Sell;7503914;80874970
18/07/2011;Arabs;Retail;Buy;1011006;6649624
18/07/2011;Arabs;Retail;Sell;847178;5193509
18/07/2011;Arabs;institutions;Buy;5229303;22816341
18/07/2011;Arabs;institutions;Sell;2029457;14343718
18/07/2011;Egyptians;Retail;Buy;61681352;300307995
18/07/2011;Egyptians;Retail;Sell;60499903;269334556
18/07/2011;Egyptians;institutions;Buy;3742403;22243782
18/07/2011;Egyptians;institutions;Sell;5270115;29876252
19/07/2011;Foreigners;Retail;Buy;57996;490920
19/07/2011;Foreigners;Retail;Sell;577645;1258509
19/07/2011;Foreigners;institutions;Buy;5486942;96691922
19/07/2011;Foreigners;institutions;Sell;8061840;125763889
19/07/2011;Arabs;Retail;Buy;861534;5387794
19/07/2011;Arabs;Retail;Sell;736285;5735218
19/07/2011;Arabs;institutions;Buy;7219914;26782814
19/07/2011;Arabs;institutions;Sell;1052065;5827659
19/07/2011;Egyptians;Retail;Buy;50693068;266514891
19/07/2011;Egyptians;Retail;Sell;49426120;246733259
19/07/2011;Egyptians;institutions;Buy;1972104;14303248
19/07/2011;Egyptians;institutions;Sell;6437603;24853056
20/07/2011;Foreigners;Retail;Buy;164893;1161281
20/07/2011;Foreigners;Retail;Sell;481167;1452029
20/07/2011;Foreigners;institutions;Buy;8979059;160957366
20/07/2011;Foreigners;institutions;Sell;12827211;191956781
20/07/2011;Arabs;Retail;Buy;1355580;9924697
20/07/2011;Arabs;Retail;Sell;861854;4942711
20/07/2011;Arabs;institutions;Buy;4816119;24398442
20/07/2011;Arabs;institutions;Sell;481893;7538081
20/07/2011;Egyptians;Retail;Buy;56233605;276733946
20/07/2011;Egyptians;Retail;Sell;55210837;268069689
20/07/2011;Egyptians;institutions;Buy;2591274;26535117
20/07/2011;Egyptians;institutions;Sell;4277568;25751558
21/07/2011;Foreigners;Retail;Buy;206605;616557
21/07/2011;Foreigners;Retail;Sell;576763;1687553
21/07/2011;Foreigners;institutions;Buy;3875757;49686618
21/07/2011;Foreigners;institutions;Sell;4469016;71924391
21/07/2011;Arabs;Retail;Buy;404681;3348428
21/07/2011;Arabs;Retail;Sell;1011366;4514494
21/07/2011;Arabs;institutions;Buy;6159032;18581249
21/07/2011;Arabs;institutions;Sell;954413;4361447
21/07/2011;Egyptians;Retail;Buy;50379609;277195056
21/07/2011;Egyptians;Retail;Sell;51731075;267063886
21/07/2011;Egyptians;institutions;Buy;2303830;26866827
21/07/2011;Egyptians;institutions;Sell;4586881;26742964
25/07/2011;Foreigners;Retail;Buy;86542;514955
25/07/2011;Foreigners;Retail;Sell;284093;1507238
25/07/2011;Foreigners;institutions;Buy;8724639;147519453
25/07/2011;Foreigners;institutions;Sell;5182362;120038803
25/07/2011;Arabs;Retail;Buy;576676;2887452
25/07/2011;Arabs;Retail;Sell;1055064;7415614
25/07/2011;Arabs;institutions;Buy;3074973;12776956
25/07/2011;Arabs;institutions;Sell;764403;7070529
25/07/2011;Egyptians;Retail;Buy;41391162;223707614
25/07/2011;Egyptians;Retail;Sell;45571440;245354502
25/07/2011;Egyptians;institutions;Buy;5342462;15319599
25/07/2011;Egyptians;institutions;Sell;6339092;21339341
26/07/2011;Foreigners;Retail;Buy;252214;1251415
26/07/2011;Foreigners;Retail;Sell;103928;646302
26/07/2011;Foreigners;institutions;Buy;6170919;86010833
26/07/2011;Foreigners;institutions;Sell;4523032;67797847
26/07/2011;Arabs;Retail;Buy;616767;3649867
26/07/2011;Arabs;Retail;Sell;706635;7403312
26/07/2011;Arabs;institutions;Buy;693662;5026642
26/07/2011;Arabs;institutions;Sell;626594;10496753
26/07/2011;Egyptians;Retail;Buy;50388285;279065316
26/07/2011;Egyptians;Retail;Sell;50836187;287871233
26/07/2011;Egyptians;institutions;Buy;2756682;22971151
26/07/2011;Egyptians;institutions;Sell;4082153;23759776
27/07/2011;Foreigners;Retail;Buy;449745;1094436
27/07/2011;Foreigners;Retail;Sell;84470;621656
27/07/2011;Foreigners;institutions;Buy;3479550;69388048
27/07/2011;Foreigners;institutions;Sell;4025307;80011706
27/07/2011;Arabs;Retail;Buy;2850409;6778688
27/07/2011;Arabs;Retail;Sell;1096801;4120542
27/07/2011;Arabs;institutions;Buy;410349;4491694
27/07/2011;Arabs;institutions;Sell;334364;2285636
27/07/2011;Egyptians;Retail;Buy;40256999;193943594
27/07/2011;Egyptians;Retail;Sell;43649312;194516800
27/07/2011;Egyptians;institutions;Buy;5344030;20868156
27/07/2011;Egyptians;institutions;Sell;3600828;15008275
28/07/2011;Foreigners;Retail;Buy;161675;952833
28/07/2011;Foreigners;Retail;Sell;321370;425679
28/07/2011;Foreigners;institutions;Buy;67754362;143143277
28/07/2011;Foreigners;institutions;Sell;4157551;73398960
28/07/2011;Arabs;Retail;Buy;749587;4083048
28/07/2011;Arabs;Retail;Sell;798335;6048604
28/07/2011;Arabs;institutions;Buy;252162;2863920
28/07/2011;Arabs;institutions;Sell;2009797;8673807
28/07/2011;Egyptians;Retail;Buy;49583837;246771256
28/07/2011;Egyptians;Retail;Sell;53430200;242178087
28/07/2011;Egyptians;institutions;Buy;8054316;34472927
28/07/2011;Egyptians;institutions;Sell;65838686;101562125
31/07/2011;Foreigners;Retail;Buy;64250;562449
31/07/2011;Foreigners;Retail;Sell;190004;531728
31/07/2011;Foreigners;institutions;Buy;2129830;18180956
31/07/2011;Foreigners;institutions;Sell;3002973;29280113
31/07/2011;Arabs;Retail;Buy;1977551;5683816
31/07/2011;Arabs;Retail;Sell;1064733;5654590
31/07/2011;Arabs;institutions;Buy;4414215;23932675
31/07/2011;Arabs;institutions;Sell;1904415;8216461
31/07/2011;Egyptians;Retail;Buy;61032137;248705041
31/07/2011;Egyptians;Retail;Sell;77359342;283236960
31/07/2011;Egyptians;institutions;Buy;16172065;42202556
31/07/2011;Egyptians;institutions;Sell;2268581;12347641
08/02/2011;Foreigners;Retail;Buy;335015;675303
08/02/2011;Foreigners;Retail;Sell;378200;808741
08/02/2011;Foreigners;institutions;Buy;3578217;66672734
08/02/2011;Foreigners;institutions;Sell;6253194;85312954
08/02/2011;Arabs;Retail;Buy;655207;4693168
08/02/2011;Arabs;Retail;Sell;2267420;5367972
08/02/2011;Arabs;institutions;Buy;374842;2974383
08/02/2011;Arabs;institutions;Sell;3219518;14021384
08/02/2011;Egyptians;Retail;Buy;55042999;223936554
08/02/2011;Egyptians;Retail;Sell;54229253;210072877
08/02/2011;Egyptians;institutions;Buy;9677121;39529508
08/02/2011;Egyptians;institutions;Sell;3315816;22897723
08/03/2011;Foreigners;Retail;Buy;819950;1165717
08/03/2011;Foreigners;Retail;Sell;172522;312161
08/03/2011;Foreigners;institutions;Buy;3973550;46056072
08/03/2011;Foreigners;institutions;Sell;5701969;64012597
08/03/2011;Arabs;Retail;Buy;958483;7700384
